time,u,Y_sys,vel,acc
0.0,4.20460745690218,-0.9975099594454615,0.0015871990119758679,1.5871990119758679
0.001000024,4.298312640893821,-0.9974857348396251,0.00299121050755624,1.404011495580372
0.002000008,4.4146985561650185,-0.9974498156922832,0.004435231337791864,1.4440208302356243
0.003000032,4.497907454946626,-0.9974019779777493,0.005906914454559556,1.4716831167676916
0.004000016,4.549826506326532,-0.9973420918017467,0.007394636681631529,1.487722227071973
0.005,4.5726604817468495,-0.9972701146010067,0.008887614544133619,1.4929778625020895
0.006000024,4.568868257891159,-0.9971860835968674,0.010375996383133477,1.488381838999858
0.007000008,4.540988859292407,-0.9970901080251334,0.011850889982594438,1.474893599460962
0.008000032,4.4917522359271995,-0.9969823608111114,0.013304431077995154,1.4535410954007157
0.009000016,4.4238267239399764,-0.9968630704468721,0.014729758385818633,1.425327307823479
0.01,4.340101522564268,-0.9967325122248385,0.016121093083259583,1.3913346974409482
0.011000024,4.243190456010594,-0.9965910003143417,0.017473634720000335,1.3525416367407526
0.012000008,4.135853271175543,-0.9964388794183776,0.01878361305437222,1.3099783343718854
0.013000032,4.020630171697519,-0.9962765171053186,0.020048204711034412,1.264591656662191
0.014000016,3.9000147167514125,-0.9961042962966425,0.02126551391628461,1.2173092052501984
0.015,3.776275932768338,-0.9959226084427735,0.02243448753128905,1.1689736150044405
0.016000023,3.6515528225670018,-0.9957318471026908,0.023554865195454605,1.1203776641655532
0.017000008,3.5278435324057433,-0.9955324019588667,0.024627125572877172,1.072260377422567
0.018000033,3.406870451995073,-0.9953246536703627,0.025652382857961106,1.0252572850839339
0.019000016,3.29019411995477,-0.9951089692213678,0.02663232559924729,0.979942741286182
0.02,3.1792068546696077,-0.9948856977831804,0.02756915330025406,0.9368277010067706
0.021000024,3.0750215804960623,-0.9946551674212842,0.028465472068767983,0.8963187685139212
0.022000007,2.9786175674067774,-0.9944176822095051,0.029324244351338267,0.858772282570284
0.023000032,2.8906991762904433,-0.9941735201731581,0.0301486865709274,0.8244422195891336
0.024000015,2.811824367823302,-0.9939229316747795,0.030942214477424804,0.7935279064974043
0.025,2.74240342440285,-0.993666138245321,0.03170838814275029,0.7661736653254848
0.026000025,2.6826000299241253,-0.9934033321559264,0.03245082051507574,0.7424323723254461
0.027000008,2.6324581535112994,-0.9931346763489359,0.03317313306193849,0.7223125468627488
0.028000033,2.591883007860222,-0.9928603047843451,0.0338789044709184,0.7057714089799156
0.029000016,2.560684714420008,-0.9925803230701327,0.034571635597697874,0.6927311267794725
0.03,2.5385217762407812,-0.9922948095450431,0.03525469359802351,0.6830580003256362
0.031000024,2.5249130832197935,-0.9920038167769205,0.03593126061606304,0.6765670180395285
0.03200001,2.519334793687234,-0.9917073731857343,0.036604318387695886,0.6730577716328476
0.033000033,2.5211978499879724,-0.9914054848583268,0.03727662456703871,0.6723061793428227
0.034000017,2.5299033374407056,-0.9910981373887806,0.037950709562986774,0.6740849959480646
0.035,2.528300329601727,-0.9907853472558404,0.038622759793375525,0.6720502303887477
0.036000025,2.5009900746619618,-0.9904672078460566,0.0392832788214479,0.6605190280723753
0.037000008,2.4507296091403177,-0.9901438810372798,0.03992380946535157,0.6405306439036673
0.038000032,2.3803572974098604,-0.9898155885567455,0.04053696163130875,0.6131521659571855
0.039000016,2.292739904026048,-0.9894826032726465,0.04111642052641609,0.5794588951073422
0.04,2.1907286620801667,-0.9891452405508254,0.04165693861777413,0.5405180913580367
0.041000023,2.0771196120691915,-0.9888038497951548,0.04215431295100607,0.497374333231945
0.042000007,1.9546183895053115,-0.988458806276605,0.042605349503641185,0.45103655263511533
0.04300003,1.82580501924566,-0.9881105033557549,0.04300781460358773,0.4024650999465418
0.044000015,1.693126451857827,-0.9877593451202409,0.04336038369317243,0.35256908958470623
0.045,1.5588463470850105,-0.9874057395865584,0.0436625716439654,0.30218795079296434
0.046000022,1.4250474633135628,-0.9870500924578567,0.04391466410380019,0.25209245983479134
0.04700001,1.293613774376718,-0.9866928014900611,0.044117642381483566,0.20297827768337498
0.04800003,1.1662216285012015,-0.9863342514914846,0.04427310522478426,0.1554628433006924
0.049000017,1.044334713916646,-0.98597480996964,0.0443831889052008,0.11008368041654085
0.05,0.929198013328639,-0.9856148234419635,0.044450485239439244,0.06729633423844689
0.051000025,0.821858156074823,-0.9852546143481132,0.04447796730797494,0.027482068535692544
0.05200001,0.7231393959810166,-0.9848944786344555,0.04446890645453715,-0.009060853437785649
0.053000033,0.6336703456604234,-0.9845346839292837,0.044426799343553675,-0.04210711098347655
0.054000016,0.5538884081020576,-0.9841754682942413,0.04435529681147998,-0.07150253207369253
0.055,0.4840510857499023,-0.9838170395168677,0.044258137049932575,-0.09715976154740796
0.056000024,0.4242443008717789,-0.9834595749182056,0.04413908200680113,-0.1190550431314443
0.057000007,0.3744196508684876,-0.983103221562861,0.04400186769212358,-0.13721431467754872
0.05799999,0.3343575809547996,-0.9827480969808816,0.04385014097978503,-0.15172671233855187
0.059000015,0.30375434138906243,-0.9823942901400889,0.04368742868177675,-0.16271229800828355
0.06,0.2821615628801464,-0.9820418628491844,0.04351708435712614,-0.17034432465060514
0.061000023,0.26906951804974,-0.9816908513415007,0.04334226600610627,-0.17481835101986903
0.062000006,0.2638929394849203,-0.9813412680814593,0.043165908570860445,-0.17635743524582975
0.06300003,0.26595917452967477,-0.9809931038287115,0.042990692117157996,-0.1752164537024524
0.06400002,0.27458942650463136,-0.980646329716252,0.042819040109064566,-0.17165200809342826
0.065,0.28903654575587545,-0.9803008995286695,0.04265309469634702,-0.16594541271754784
0.06600002,0.3085746513950731,-0.9799567519118646,0.042494725176831054,-0.15836951951596293
0.06700001,0.33243507584713505,-0.9796138127061021,0.042345512767271866,-0.1492124095591887
0.06800003,0.3598939417164715,-0.9792719971400119,0.04220676777314882,-0.13874499412304483
0.06900001,0.39020591083124145,-0.9789312120841286,0.042079522236935826,-0.12724553621299456
0.07,0.422680381071018,-0.9785913581357819,0.04196455076264745,-0.11497147428837642
0.071000025,0.45665921738880755,-0.9782523316023499,0.04186238306573943,-0.10216769690801558
0.072000004,0.4914960079018549,-0.9779140264451811,0.04177330882969811,-0.08907423604131894
0.07300003,0.5266277977533864,-0.977576335969566,0.041697409063376954,-0.07589976632115454
0.074000016,0.5615029572308501,-0.9772391544771958,0.04163456073300068,-0.06284833037627024
0.075,0.5956606462911225,-0.9769023786433482,0.04158447075246743,-0.050089980533253725
0.07600003,0.6286565355747911,-0.9765659088417074,0.04154668244916591,-0.037788303301518306
0.07700001,0.6601311674478367,-0.9762296502123259,0.041520607280581955,-0.026075168583950953
0.07800003,0.6897801387026288,-0.9758935135625197,0.04150554546327289,-0.01506181730906131
0.07900002,0.7173261780991638,-0.9755574161846288,0.041500696238221974,-0.004849225050915368
0.08,0.7425841408446363,-0.9752212823962885,0.041505192134650634,0.004495896428657914
0.08100002,0.765382633171436,-0.9748850440383877,0.041518104194814526,0.0129120601638891
0.08200001,0.7856377734720965,-0.9745486407100334,0.041538474447991094,0.020370253176570957
0.083000034,0.8032737825151219,-0.9742120199787614,0.04156531896700485,0.026844519013753926
0.084000014,0.818286807481801,-0.9738751373750179,0.041597654506067075,0.03233553906222583
0.085,0.8307111721465716,-0.9735379562723888,0.0416345126084838,0.03685810241672463
0.086000025,0.8405881273763356,-0.9732004477473519,0.04167494213510127,0.04042952661747609
0.087000005,0.8480281162234533,-0.9728625902322338,0.04171803479904711,0.04309266394583486
0.08799999,0.8531302510562302,-0.9725243692028216,0.04176292088648689,0.04488608743978831
0.08900002,0.856054486530315,-0.9721857766845409,0.04180879165996035,0.04587077347345489
0.09,0.8569411522958976,-0.9718468108184276,0.041854891974973,0.046100315012656295
0.09100002,0.8559742165414761,-0.9715074752974162,0.04190053629309563,0.04564431812262748
0.09200001,0.853347434992866,-0.9711677787745404,0.04194511215027126,0.04457585717562587
0.09300003,0.8492334186923571,-0.9708277343356866,0.04198807218588386,0.04296003561259612
0.09400002,0.8438465917145681,-0.9704873588483267,0.04202894945656509,0.04087727068123245
0.095,0.8373636917067646,-0.9701466724244425,0.042067343336114255,0.03839387954916548
0.09600002,0.8299972518377725,-0.9698056977774611,0.04210293260277837,0.03558926666411988
0.09700001,0.8219166828811755,-0.9694644597096336,0.04213545933233404,0.03252672955566796
0.098000035,0.8133132820601716,-0.9691229845350038,0.04216473685136458,0.02927751903053577
0.099000014,0.8043682800721719,-0.9687812995337409,0.042190645864455666,0.025909013091086674
0.1,0.7952239181962355,-0.9684394325243371,0.042213119900460554,0.022474036004884984
0.101000026,0.7860484874288538,-0.9680974113587522,0.042232154826832034,0.019034926371483907
0.102000006,0.7769680253201887,-0.9677552635451058,0.04224779310036288,0.015638273530846264
0.10300003,0.7680864921860167,-0.9674130159372544,0.04226011550827548,0.012322407912593841
0.10400002,0.7595498429675622,-0.9670706942993409,0.042269256606427,0.009141098151519172
0.105,0.7514312189831891,-0.9667283230892108,0.04227537769406842,0.00612108764141675
0.10600002,0.7437909608752964,-0.9663859252806044,0.04227866202579489,0.0032843317264692196
0.10700001,0.7367313946269842,-0.966043522060066,0.04227933028135707,0.0006682555621854991
0.10800003,0.7302826529465918,-0.9657011327405794,0.04227761380465609,-0.0017164767009861526
0.10900001,0.7244814097538406,-0.9653587746558089,0.04227375699840255,-0.0038568062535362657
0.11,0.7193334702727707,-0.9650164631469601,0.04226800588783497,-0.0057511105675790986
0.111000024,0.7148891272993811,-0.9646742114165141,0.042260624558802445,-0.007381329032521561
0.11200001,0.7111295019969699,-0.9643320305893086,0.04225186955492114,-0.008755003881301376
0.113000035,0.7080275475565099,-0.9639899297979364,0.042241986875022924,-0.009882679898217922
0.114000015,0.7056036679028903,-0.9636479161259375,0.042231229532386894,-0.01075734263603037
0.115,0.7038122163006459,-0.9633059947488072,0.04221983312896878,-0.011396403418117956
0.11600003,0.7026207561535376,-0.9629641690351626,0.04220802077481074,-0.011812354158032973
0.117000006,0.7019730328181986,-0.9626224407189816,0.04219599431218332,-0.01202646262741916
0.11800003,0.7018645748178365,-0.9622808099164843,0.04218395349892543,-0.012040813257886668
0.11900002,0.7022291518769617,-0.9619392753278245,0.04217207318831309,-0.011880310612340378
0.12,0.7030179370330796,-0.9615978343862616,0.04216050981420028,-0.011563374112809749
0.12100002,0.7041623284212246,-0.9612564834661996,0.04214939412209453,-0.011115692105755415
0.12200001,0.7056493560086246,-0.9609152179242736,0.04213885178433136,-0.010542337763165155
0.12300003,0.7074079075976591,-0.9605740323143686,0.04212898192296034,-0.00986986137101556
0.12400001,0.7093694693121328,-0.9602329205944036,0.04211985812683254,-0.009123796127801925
0.125,0.7115233502079779,-0.9598918761596047,0.04211154987622174,-0.008308250610801232
0.12600002,0.7138026736013572,-0.959550892043875,0.042104101786694964,-0.007448089526774032
0.127,0.7161630351448203,-0.959209961053471,0.042097541967559236,-0.0065598191357282565
0.12800004,0.7185447939501888,-0.9588690759459991,0.04209187642611473,-0.005665541444511063
0.12900002,0.7209479321358501,-0.9585282294305724,0.04208711115019923,-0.004765275915493333
0.13,0.7233177265251154,-0.9581874143317035,0.04208323189044662,-0.0038792597526167427
0.13100003,0.7256049363542179,-0.9578466237364386,0.042080206229758256,-0.003025660688364157
0.13200001,0.7278204844579736,-0.9575058509611023,0.042078005857219415,-0.0022003725388393403
0.13300003,0.7299209214953777,-0.9571650896808531,0.0420765864646431,-0.0014193925763155424
0.13400002,0.7318865793397489,-0.956824333987784,0.04207589656977357,-0.0006898948695303886
0.135,0.7336833851400417,-0.9564835784920109,0.04207587220799119,-2.4361782386211894e-05
0.13600002,0.7353372757621486,-0.9561428182429355,0.04207645913719285,0.0005869292016605077
0.13700001,0.7368194598081139,-0.9558020488144776,0.042077592590716924,0.0011334535240697108
0.13800003,0.7381062337128554,-0.9554612663749004,0.042079199180205196,0.0016065894882725529
0.13900001,0.7392333312352193,-0.9551204675785846,0.0420812188806798,0.0020197004746031755
0.14,0.7401810970097813,-0.9547796496238188,0.042083584531439414,0.002365650759616339
0.14100002,0.7409523906938578,-0.9544388102430759,0.0420862301723474,0.002645640907988328
0.142,0.7415341929928374,-0.9540979477408373,0.04208908517277789,0.0028550004304849497
0.14300004,0.7419718524745278,-0.9537570608566398,0.04209209581299063,0.0030106402127431098
